Placa	Família Segmento	Data Entrada Veículo	Veículo Modelo	Tipo Manutenção Oficina	Grupo Peça	Ano Fab/Mod	Dias na Oficina	Valor Total	MARCA	MODELO	PORTE	COMBUSTÍVEL	Idade na Manut	Classificação idade na Manut
HMG0000	PICKUP PESADA	13/12/2018	VW AMAROK CD 4X4 SE	CORRETIVA	MÃO DE OBRA	2012	1	129.28	VW	AMAROK CD 4X4 SE	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0000	PICKUP PESADA	13/12/2018	VW AMAROK CD 4X4 SE	CORRETIVA	SUSPENSAO	2012	1	92.64	VW	AMAROK CD 4X4 SE	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0008	LEVE	06/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2009	9	1475.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0008	LEVE	06/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2009	9	32.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0011	LEVE	07/02/2019	ECOSPORT XL 2.0FLEX	CORRETIVA	ACESSORIOS	2008	7	7.36	FORD	ECOSPORT XL 2.0FLEX	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0011	LEVE	07/02/2019	ECOSPORT XL 2.0FLEX	CORRETIVA	MOTOR	2008	7	453.8	FORD	ECOSPORT XL 2.0FLEX	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0011	LEVE	07/02/2019	ECOSPORT XL 2.0FLEX	CORRETIVA	PRODUTOS	2008	7	38.64	FORD	ECOSPORT XL 2.0FLEX	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0013	LEVE	07/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	ELETRICA	2007	4	5.0	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	12	MAIOR 10 ANOS
HMG0013	LEVE	07/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	ELETRICA	2007	4	45.0	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	12	MAIOR 10 ANOS
HMG0013	LEVE	07/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	MOTOR	2007	4	209.66	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	12	MAIOR 10 ANOS
HMG0013	LEVE	07/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	MÃO DE OBRA	2007	4	70.0	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	12	MAIOR 10 ANOS
HMG0020	LEVE	07/02/2019	BLAZER ADVANTAGE	CORRETIVA	AR CONDICIONADO	2009	50	108.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0020	LEVE	07/02/2019	BLAZER ADVANTAGE	CORRETIVA	ELETRICA	2009	50	1434.32	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0020	LEVE	07/02/2019	BLAZER ADVANTAGE	CORRETIVA	FREIO	2009	50	1182.84	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0020	LEVE	07/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2009	50	2266.78	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0020	LEVE	07/02/2019	BLAZER ADVANTAGE	CORRETIVA	MÃO DE OBRA	2009	50	80.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0020	LEVE	07/02/2019	BLAZER ADVANTAGE	CORRETIVA	PRODUTOS	2009	50	50.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0020	LEVE	07/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2009	50	2845.52	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0020	LEVE	07/02/2019	BLAZER ADVANTAGE	CORRETIVA	TRANSMISSAO	2009	50	602.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0024	LEVE	08/02/2019	BLAZER ADVANTAGE	CORRETIVA	ACESSORIOS	2005	20	8.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0024	LEVE	08/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2005	20	980.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0024	LEVE	08/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2005	20	317.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0024	LEVE	08/02/2019	BLAZER ADVANTAGE	CORRETIVA	TRANSMISSAO	2005	20	150.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0024	LEVE	08/02/2019	BLAZER ADVANTAGE	CORRETIVA	TRANSMISSAO	2005	20	32.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0024	LEVE	08/02/2019	BLAZER ADVANTAGE	CORRETIVA	TRANSMISSAO	2005	20	566.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0035	PICKUP PESADA	11/02/2019	L200 TRITON 3.2 D	CORRETIVA	ACESSORIOS	2013	24	99.84	MITSUBISHI	L200 TRITON 3.2 D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0035	PICKUP PESADA	11/02/2019	L200 TRITON 3.2 D	CORRETIVA	AR CONDICIONADO	2013	24	81.2	MITSUBISHI	L200 TRITON 3.2 D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0035	PICKUP PESADA	11/02/2019	L200 TRITON 3.2 D	CORRETIVA	ELETRICA	2013	24	595.0	MITSUBISHI	L200 TRITON 3.2 D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0035	PICKUP PESADA	11/02/2019	L200 TRITON 3.2 D	CORRETIVA	FREIO	2013	24	209.84	MITSUBISHI	L200 TRITON 3.2 D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0035	PICKUP PESADA	11/02/2019	L200 TRITON 3.2 D	CORRETIVA	MOTOR	2013	24	444.4	MITSUBISHI	L200 TRITON 3.2 D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0035	PICKUP PESADA	11/02/2019	L200 TRITON 3.2 D	CORRETIVA	MÃO DE OBRA	2013	24	160.0	MITSUBISHI	L200 TRITON 3.2 D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0035	PICKUP PESADA	11/02/2019	L200 TRITON 3.2 D	CORRETIVA	SUSPENSAO	2013	24	557.72	MITSUBISHI	L200 TRITON 3.2 D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	ELETRICA	2010	24	750.74	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	ELETRICA	2010	24	27.2	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	FREIO	2010	24	1378.68	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	FREIO	2010	24	86.42	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2010	24	2457.22	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	MÃO DE OBRA	2010	24	90.5	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	PRODUTOS	2010	24	36.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2010	24	3181.4	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2010	24	296.64	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2010	24	72.32	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2010	24	302.64	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2010	24	295.04	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0039	LEVE	12/02/2019	BLAZER ADVANTAGE	CORRETIVA	TRANSMISSAO	2010	24	409.64	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0050	LEVE	12/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	ELETRICA	2006	39	207.19	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	13	MAIOR 10 ANOS
HMG0050	LEVE	12/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	ELETRICA	2006	39	481.0	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	13	MAIOR 10 ANOS
HMG0050	LEVE	12/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	MOTOR	2006	39	3045.3	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	13	MAIOR 10 ANOS
HMG0050	LEVE	12/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	MOTOR	2006	39	581.76	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	13	MAIOR 10 ANOS
HMG0050	LEVE	12/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	MOTOR	2006	39	1411.2	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	13	MAIOR 10 ANOS
HMG0057	LEVE	14/02/2019	PAJERO 4X4 HD D	CORRETIVA	ELETRICA	2016	6	628.0	MITSUBISHI	PAJERO 4X4 HD D	UTILITÁRIO	DIESEL	3	ATÉ 5 ANOS
HMG0059	LEVE	14/02/2019	STRADA WORKING CE	CORRETIVA	ELETRICA	2011	22	697.64	FIAT	STRADA WORKING CE	UTILITÁRIO	GASOLINA	8	ATÉ 10 ANOS
HMG0059	LEVE	14/02/2019	STRADA WORKING CE	CORRETIVA	EQUIPAMENTOS	2011	22	28.0	FIAT	STRADA WORKING CE	UTILITÁRIO	GASOLINA	8	ATÉ 10 ANOS
HMG0059	LEVE	14/02/2019	STRADA WORKING CE	CORRETIVA	FREIO	2011	22	505.0	FIAT	STRADA WORKING CE	UTILITÁRIO	GASOLINA	8	ATÉ 10 ANOS
HMG0059	LEVE	14/02/2019	STRADA WORKING CE	CORRETIVA	MOTOR	2011	22	965.0	FIAT	STRADA WORKING CE	UTILITÁRIO	GASOLINA	8	ATÉ 10 ANOS
HMG0059	LEVE	14/02/2019	STRADA WORKING CE	CORRETIVA	PRODUTOS	2011	22	153.28	FIAT	STRADA WORKING CE	UTILITÁRIO	GASOLINA	8	ATÉ 10 ANOS
HMG0059	LEVE	14/02/2019	STRADA WORKING CE	CORRETIVA	SUSPENSAO	2011	22	1809.56	FIAT	STRADA WORKING CE	UTILITÁRIO	GASOLINA	8	ATÉ 10 ANOS
HMG0059	LEVE	14/02/2019	STRADA WORKING CE	CORRETIVA	SUSPENSAO	2011	22	367.28	FIAT	STRADA WORKING CE	UTILITÁRIO	GASOLINA	8	ATÉ 10 ANOS
HMG0059	LEVE	14/02/2019	STRADA WORKING CE	CORRETIVA	SUSPENSAO	2011	22	1509.28	FIAT	STRADA WORKING CE	UTILITÁRIO	GASOLINA	8	ATÉ 10 ANOS
HMG0059	LEVE	14/02/2019	STRADA WORKING CE	CORRETIVA	TRANSMISSAO	2011	22	243.64	FIAT	STRADA WORKING CE	UTILITÁRIO	GASOLINA	8	ATÉ 10 ANOS
HMG0067	LEVE	15/02/2019	BLAZER ADVANTAGE	CORRETIVA	ACESSORIOS	2005	24	66.4	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0067	LEVE	15/02/2019	BLAZER ADVANTAGE	CORRETIVA	ELETRICA	2005	24	401.84	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0067	LEVE	15/02/2019	BLAZER ADVANTAGE	CORRETIVA	FREIO	2005	24	1758.69	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0067	LEVE	15/02/2019	BLAZER ADVANTAGE	CORRETIVA	FUNILARIA	2005	24	692.84	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0067	LEVE	15/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2005	24	299.87	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0067	LEVE	15/02/2019	BLAZER ADVANTAGE	CORRETIVA	MÃO DE OBRA	2005	24	120.24	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0067	LEVE	15/02/2019	BLAZER ADVANTAGE	CORRETIVA	PRODUTOS	2005	24	18.26	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0067	LEVE	15/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2005	24	105.34	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0067	LEVE	15/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2005	24	439.18	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	14	MAIOR 10 ANOS
HMG0070	LEVE	15/02/2019	PAJERO DAKAR D	CORRETIVA	FREIO	2013	3	115.0	MITSUBISHI	PAJERO DAKAR D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0070	LEVE	15/02/2019	PAJERO DAKAR D	CORRETIVA	MOTOR	2013	3	163.5	MITSUBISHI	PAJERO DAKAR D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0072	LEVE	15/02/2019	PAJERO 4X4 HD D	CORRETIVA	ELETRICA	2016	13	29.2	MITSUBISHI	PAJERO 4X4 HD D	UTILITÁRIO	DIESEL	3	ATÉ 5 ANOS
HMG0072	LEVE	15/02/2019	PAJERO 4X4 HD D	CORRETIVA	FREIO	2016	13	881.0	MITSUBISHI	PAJERO 4X4 HD D	UTILITÁRIO	DIESEL	3	ATÉ 5 ANOS
HMG0072	LEVE	15/02/2019	PAJERO 4X4 HD D	CORRETIVA	MOTOR	2016	13	711.8	MITSUBISHI	PAJERO 4X4 HD D	UTILITÁRIO	DIESEL	3	ATÉ 5 ANOS
HMG0072	LEVE	15/02/2019	PAJERO 4X4 HD D	CORRETIVA	PRODUTOS	2016	13	347.0	MITSUBISHI	PAJERO 4X4 HD D	UTILITÁRIO	DIESEL	3	ATÉ 5 ANOS
HMG0077	LEVE	18/02/2019	DOBLO HLX 1.8 FLEX	CORRETIVA	MÃO DE OBRA	2010	29	34.56	FIAT	DOBLO HLX 1.8 FLEX	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0077	LEVE	18/02/2019	DOBLO HLX 1.8 FLEX	CORRETIVA	SUSPENSAO	2010	29	227.0	FIAT	DOBLO HLX 1.8 FLEX	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0077	LEVE	18/02/2019	DOBLO HLX 1.8 FLEX	CORRETIVA	TRANSMISSAO	2010	29	237.68	FIAT	DOBLO HLX 1.8 FLEX	UTILITÁRIO	GASOLINA	9	ATÉ 10 ANOS
HMG0080	LEVE	18/02/2019	BLAZER ADVANTAGE	CORRETIVA	ELETRICA	2009	3	344.04	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0080	LEVE	18/02/2019	BLAZER ADVANTAGE	CORRETIVA	FREIO	2009	3	604.12	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0080	LEVE	18/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2009	3	251.84	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0091	LEVE	19/02/2019	BLAZER ADVANTAGE	CORRETIVA	AR CONDICIONADO	2009	50	1115.4	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0101	LEVE	20/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2009	161	140.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0101	LEVE	20/02/2019	BLAZER ADVANTAGE	CORRETIVA	MÃO DE OBRA	2009	161	655.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0101	LEVE	20/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2009	161	3750.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0104	LEVE	21/02/2019	BLAZER ADVANTAGE	CORRETIVA	ACESSORIOS	2008	49	68.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0104	LEVE	21/02/2019	BLAZER ADVANTAGE	CORRETIVA	ELETRICA	2008	49	605.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0104	LEVE	21/02/2019	BLAZER ADVANTAGE	CORRETIVA	FREIO	2008	49	404.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0104	LEVE	21/02/2019	BLAZER ADVANTAGE	CORRETIVA	FREIO	2008	49	134.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0104	LEVE	21/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2008	49	1451.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0104	LEVE	21/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2008	49	115.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0104	LEVE	21/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2008	49	82.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0104	LEVE	21/02/2019	BLAZER ADVANTAGE	CORRETIVA	MÃO DE OBRA	2008	49	260.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0104	LEVE	21/02/2019	BLAZER ADVANTAGE	CORRETIVA	PRODUTOS	2008	49	120.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0104	LEVE	21/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2008	49	4964.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	11	MAIOR 10 ANOS
HMG0112	LEVE	22/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2009	39	799.84	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0112	LEVE	22/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2009	39	525.42	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0112	LEVE	22/02/2019	BLAZER ADVANTAGE	CORRETIVA	TRANSMISSAO	2009	39	1072.84	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0114	LEVE	22/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	ELETRICA	2006	45	530.68	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	13	MAIOR 10 ANOS
HMG0114	LEVE	22/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	FREIO	2006	45	663.0	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	13	MAIOR 10 ANOS
HMG0114	LEVE	22/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	MOTOR	2006	45	198.0	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	13	MAIOR 10 ANOS
HMG0114	LEVE	22/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	MÃO DE OBRA	2006	45	104.0	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	13	MAIOR 10 ANOS
HMG0114	LEVE	22/02/2019	DOBLO ELX 1.8 FLEX	CORRETIVA	SUSPENSAO	2006	45	4007.2	FIAT	DOBLO ELX 1.8 FLEX	UTILITÁRIO	GASOLINA	13	MAIOR 10 ANOS
HMG0116	LEVE	22/02/2019	ECOSPORT XL 2.0FLEX	CORRETIVA	FREIO	2009	24	345.23	FORD	ECOSPORT XL 2.0FLEX	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0116	LEVE	22/02/2019	ECOSPORT XL 2.0FLEX	CORRETIVA	MOTOR	2009	24	20.0	FORD	ECOSPORT XL 2.0FLEX	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0116	LEVE	22/02/2019	ECOSPORT XL 2.0FLEX	CORRETIVA	MOTOR	2009	24	75.42	FORD	ECOSPORT XL 2.0FLEX	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0116	LEVE	22/02/2019	ECOSPORT XL 2.0FLEX	CORRETIVA	SUSPENSAO	2009	24	400.27	FORD	ECOSPORT XL 2.0FLEX	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0116	LEVE	22/02/2019	ECOSPORT XL 2.0FLEX	CORRETIVA	SUSPENSAO	2009	24	208.19	FORD	ECOSPORT XL 2.0FLEX	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0116	LEVE	22/02/2019	ECOSPORT XL 2.0FLEX	CORRETIVA	SUSPENSAO	2009	24	28.0	FORD	ECOSPORT XL 2.0FLEX	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0121	LEVE	25/02/2019	PAJERO DAKAR D	CORRETIVA	FREIO	2013	214	129.28	MITSUBISHI	PAJERO DAKAR D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0121	LEVE	25/02/2019	PAJERO DAKAR D	CORRETIVA	FREIO	2013	214	64.64	MITSUBISHI	PAJERO DAKAR D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0121	LEVE	25/02/2019	PAJERO DAKAR D	CORRETIVA	MOTOR	2013	214	198.94	MITSUBISHI	PAJERO DAKAR D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0121	LEVE	25/02/2019	PAJERO DAKAR D	CORRETIVA	MÃO DE OBRA	2013	214	191.33	MITSUBISHI	PAJERO DAKAR D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0121	LEVE	25/02/2019	PAJERO DAKAR D	CORRETIVA	SUSPENSAO	2013	214	4421.33	MITSUBISHI	PAJERO DAKAR D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0121	LEVE	25/02/2019	PAJERO DAKAR D	CORRETIVA	SUSPENSAO	2013	214	129.28	MITSUBISHI	PAJERO DAKAR D	UTILITÁRIO	DIESEL	6	ATÉ 10 ANOS
HMG0130	LEVE	22/02/2019	PAJERO DAKAR D	CORRETIVA	SUSPENSAO	2013	4	2340.0	MITSUBISHI	PAJERO DAKAR D	UTILITÁRIO	GASOLINA	6	ATÉ 10 ANOS
HMG0133	LEVE	26/02/2019	BLAZER ADVANTAGE	CORRETIVA	ELETRICA	2009	77	763.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0133	LEVE	26/02/2019	BLAZER ADVANTAGE	CORRETIVA	FREIO	2009	77	1286.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0133	LEVE	26/02/2019	BLAZER ADVANTAGE	CORRETIVA	FUNILARIA	2009	77	1010.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0133	LEVE	26/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2009	77	1635.99	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0133	LEVE	26/02/2019	BLAZER ADVANTAGE	CORRETIVA	PRODUTOS	2009	77	236.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0133	LEVE	26/02/2019	BLAZER ADVANTAGE	CORRETIVA	SUSPENSAO	2009	77	1852.4	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0133	LEVE	26/02/2019	BLAZER ADVANTAGE	CORRETIVA	TRANSMISSAO	2009	77	225.0	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0133	LEVE	26/02/2019	BLAZER ADVANTAGE	CORRETIVA	ELETRICA	2009	77	19.2	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0133	LEVE	26/02/2019	BLAZER ADVANTAGE	CORRETIVA	FREIO	2009	77	179.2	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0133	LEVE	26/02/2019	BLAZER ADVANTAGE	CORRETIVA	FUNILARIA	2009	77	115.2	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
HMG0133	LEVE	26/02/2019	BLAZER ADVANTAGE	CORRETIVA	MOTOR	2009	77	409.6	GM	BLAZER ADVANTAGE	UTILITÁRIO	GASOLINA	10	ATÉ 10 ANOS
